Account Name,Account Number,Account Type,National Account,Brand,Branch,Main Phone,Account Executive,Last Billed On,Address 1: Street 1,Address 1: Street 2,Address 1: City,Address 1: ZIP/Postal Code
PFD Supply,209807,Prospect,No,ProLogistix,"St. Louis, MO",6362786631,Matt Biehl,10/25/20,525 Turner Blvd,,Saint Peters,63376
Phoenix Group,594384,Prospect,No,ProLogistix,"St. Louis, MO",(636) 300-8094,Matt Biehl,,6705 Keaton Corporate Pkwy,,O Fallon,63368
Phoenix Metals,602330,Prospect,No,ProLogistix,"St. Louis, MO",(636) 379-4050,Matt Biehl,,1025 Liberty Industrial Dr,,O Fallon,63366
Phoenix Textile,208617,Customer,,ProLogistix,"St. Louis, MO",3142912151,Matt Biehl,5/12/19,21 Commerce Dr,,O Fallon,63366
Pic The Gift,788178,Prospect,No,ProLogistix,"St. Louis, MO",3147146950,Matt Biehl,,10838 Ambassador Blvd,,Saint Louis,63132
Pinnacle Entertainment,633254,Prospect,No,ProLogistix,"St. Louis, MO",(314) 388-7777,Matt Biehl,,777 River City Casino Boulevard,,Saint Louis,63125
Platinum Driveline,594628,Prospect,No,ProLogistix,"St. Louis, MO",(314) 678-9310,Matt Biehl,,116 Workman Court,,Eureka,63025
Plumbers Supply,410498,Customer,No,ProLogistix,"St. Louis, MO",3147255202,Fred Hamberg,7/4/21,9159 Latty Ave,,Saint Louis,63134
PODS,687982,Prospect,No,ProLogistix,"St. Louis, MO",(877) 770-7637,Craig Carmody,,"3601 Rider Trail S, Earth City",,Earth City,63045
Poly One,599755,Prospect,No,ProLogistix,"St. Louis, MO",(314) 771-1800,Matt Biehl,,2700 Papin St,,Saint Louis,63103
"Potter Electric Signal Company, LLC",403926,Customer,No,ProLogistix,"St. Louis, MO",3145956904,House Account,5/28/17,1609 Park 370 Place,,Hazelwood,63042
Prairie Farms,563022,Prospect,No,ProLogistix,"St. Louis, MO",(314) 731-1150,Matt Biehl,,6040 N Lindbergh Blvd,,Hazelwood,63042
Praxis Med,595020,Prospect,No,ProLogistix,"St. Louis, MO",(314) 455-9106,Matt Biehl,,13600 Shoreline Drive Ste 200,,Earth City,63045
Precision Office Furniture Installation,632680,Prospect,No,ProLogistix,"St. Louis, MO",(314) 383-6454,Matt Biehl,,4142 Union Blvd,,Saint Louis,63115
Premier Distributing,541574,Customer,No,ProLogistix,"St. Louis, MO",(314) 332-2866,Matt Biehl,12/11/16,2345 Chaffee Drive,,Saint Louis,63146
Premier Rentals,522006,Prospect,No,ProLogistix,"St. Louis, MO",(314) 785-1100,Matt Biehl,,11640 Lakeside Crossing Ct,,Saint Louis,63146
Premium Retail Services,513695,Prospect,No,ProLogistix,"St. Louis, MO",6366755605,CRMADMIN Admin,3/10/19,1200 Research Blvd.,,Saint Louis,63132
Presence From Innovation,721581,Customer,No,ProLogistix,"St. Louis, MO",(314) 423-9777,Will Skowyra,3/2/20,12202 Missouri Bottom Road,,Hazelwood,63042
Presort Inc,591934,Prospect,No,ProLogistix,"St. Louis, MO",(314) 771-7678,Matt Biehl,,5051 Southwest Ave,,Saint Louis,63110
Prime Packaging & Label,540514,Prospect,No,ProLogistix,"St. Louis, MO",(314) 692-2220,Matt Biehl,,11880 Borman Dr,,Saint Louis,63146
Printers Finishing Services,699905,Prospect,No,ProLogistix,"St. Louis, MO",(314) 776-5477,Craig Carmody,,2210 S 3rd St,,Saint Louis,63104
Pro Pack Packaging/St. Louis,687868,Prospect,No,ProLogistix,"St. Louis, MO",(314) 881-5810,Craig Carmody,,205 E Davis St,,Saint Louis,63111
Pro Source,208615,Prospect,,ProLogistix,"St. Louis, MO",(314) 739-7799,House Account,,13501 Shoreline Dr,,EARTH CITY,63045
ProDrivers,408144,Prospect,No,ProLogistix,"St. Louis, MO",(314) 291-3535,House Account,6/23/13,11726 St Charles Rock Road Suite D,,Bridgeton,63044
"Progressive Balloons, Inc.",600353,Customer,No,ProLogistix,"St. Louis, MO",6362400444,House Account,4/4/21,3100 Industrial Park Pl W Dr,,Saint Peters,63376
Progressive Medical,554735,Prospect,No,ProLogistix,"St. Louis, MO",(314) 961-5786,Matt Biehl,,997 Horan Dr,,Fenton,63026
ProLogistix,193547,Customer,No,ProLogistix,"St. Louis, MO",3142097250,House Account,8/26/18,"2025 Craigshire Road, Suite 140",Suite 140,Saint Louis,63146
Prologistix Union,217481,Customer,,ProLogistix,"St. Louis, MO",(636) 583-5500,CRMADMIN Admin,,#43 Prairie Dell Plaza Drive,,UNION,63084
Propak,539141,Prospect,No,ProLogistix,"St. Louis, MO",(314) 383-5788,Matt Biehl,,7301 Hall Street,,Saint Louis,63147
Proshred,590650,Prospect,No,ProLogistix,"St. Louis, MO",3147789595,Matt Biehl,3/26/17,1988 Innerbelt Business Center Drive,,Saint Louis,63114
ProUnlimited/CardHealth/EarthCty,738387,Customer,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,6/5/22,13636 Lakefront Drive,,Earth City,63045
ProUnlimited/CardHealth/StChar,738386,Customer,Yes,ProLogistix,"St. Louis, MO",,House Account,5/30/21,2840 Elm Point Industrial Drive,,Saint Charles,63301
ProUnlimited/CardHealth/StChar,738888,Customer,Yes,ProLogistix,"St. Louis, MO",,Will Skowyra,6/27/21,2840 Elm Point Industrial Drive,,Saint Charles,63301
Purchase Partners,645843,Customer,No,ProLogistix,"St. Louis, MO",(314) 567-8585,Matt Biehl,,12898 Pennridge Dr,,Bridgeton,63044
Pure Hockey,555686,Prospect,No,ProLogistix,"St. Louis, MO",(866) 929-6699,Matt Biehl,,3120 Riverport Tech Center Dr,,Maryland Heights,63043
Puritan Springs Water,208611,Prospect,,ProLogistix,"St. Louis, MO",(314) 298-8899,House Account,,3539 Rider Trail S,,EARTH CITY,63045
Purvis Industries,613128,Prospect,No,ProLogistix,"St. Louis, MO",(314) 865-5211,Matt Biehl,,1212 Dielman Industrial Ct,,Saint Louis,63132
"QSS-Ashton Staffing/ Shaw Industries/ Wentzville, MO",758799,Customer,No,ProLogistix,"St. Louis, MO",4047967430,Phillip Tallo,6/12/22,126 Enterprise Drive,,Wentzville,63385
Quality Building Products,559972,Prospect,No,ProLogistix,"St. Louis, MO",(314) 432-4100,Matt Biehl,,11635 Northline Industrial Dr,,Maryland Heights,63043
Quality Packaging Specialist International,661436,Prospect,No,ProLogistix,"St. Louis, MO",(618) 219-9846,House Account,12/24/18,25 Gateway Commerce Center Drive East,,Edwardsville,62025
Quality Packaging Specialist International,661452,Prospect,No,ProLogistix,"St. Louis, MO",(618) 219-9846,House Account,12/24/18,25 Gateway Commerce Center Drive East,,Edwardsville,62025
Quality Packaging Specialist International,438124,Prospect,No,ProLogistix,"St. Louis, MO",(618) 219-9846,Jennifer Kirchhoefer,11/12/17,25 Gateway Commerce Center Drive East,,Edwardsville,62025
Quiet Logistics,594623,Prospect,No,ProLogistix,"St. Louis, MO",(888) 467-8438,Matt Biehl,,,,Hazelwood,63042
R&L Carriers,217651,Prospect,,ProLogistix,"St. Louis, MO",(618) 332-0529,CRMADMIN Admin,,1740 Sauget Ind Parkway,,EAST SAINT LOUIS,62201
R&R Enterprises,412656,Prospect,No,ProLogistix,"St. Louis, MO",(636) 529-1220,House Account,,400 Valley School Dr,,Valley Park,63088
R. J. Schinner,685150,Prospect,No,ProLogistix,"St. Louis, MO",(800) 330-8508,Craig Carmody,,11693 Missouri Bottom Rd #100,,Hazelwood,63042
R.V. Evans,559768,Prospect,No,ProLogistix,"St. Louis, MO",(800) 489-1107,Matt Biehl,,13658 Lakefront Dr,,Earth City,63045
RAM International,588840,Prospect,No,ProLogistix,"St. Louis, MO",(314) 427-3000,Matt Biehl,,8949 Frost Ave,,Saint Louis,63134
"Randstad/BBU/Maryland Heights, MO",796569,Prospect,Yes,ProLogistix,"St. Louis, MO",,House Account,,201 Delord Avenue,,Maryland Heights,63043
"Randstad/Lennox/Bridgeton,MO",730684,Prospect,Yes,ProLogistix,"St. Louis, MO",3142983448,House Account,3/24/24,2120 Lake Park Blvd,,Richardson,75080
"Randstad/US Foods/St. Louis, MO",642656,Customer,Yes,ProLogistix,"St. Louis, MO",(314) 426-4100,Matt Biehl,,8543 Page Ave,,Saint Louis,63114
"Ranstad/US Foods/St. Louis, MO",511563,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 426-4100,Matt Biehl,10/16/16,8543 Page Avenue,,Saint Louis,63114
RBO Inc,767870,Customer,No,ProLogistix,"St. Louis, MO",3148023539,Stacey Whaley,,2463 Schuetz Road,,Maryland Heights,63043
RBO Print Logistics,686346,Prospect,No,ProLogistix,"St. Louis, MO",(314) 432-1636,Craig Carmody,,2463 Schuetz Rd,,Maryland Heights,63043
Reaction Auto Parts,774354,Prospect,No,ProLogistix,"St. Louis, MO",3147335490,Matt Biehl,,3774 Rider Trail South,,Earth City,63045
"Reaction Auto Parts, Inc",591757,Prospect,No,ProLogistix,"St. Louis, MO",(314) 733-5490,Matt Biehl,,3774 Rider Trail S,,Earth City,63045
Red Bull Distribution Center,649081,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,,,Saint Louis,63144
Redcard,543057,Prospect,No,ProLogistix,"St. Louis, MO",(314) 692-8060,Matt Biehl,,10812 Ambassador Blvd,,Saint Louis,63132
Reliv,558708,Prospect,No,ProLogistix,"St. Louis, MO",(636) 537-9715,Matt Biehl,,136 Chesterfield Industrial Blvd,,Chesterfield,63005
Renewal By Anderson,738220,Customer,No,ProLogistix,"St. Louis, MO",,Matt Biehl,6/11/23,2446 Schuetz Rd,,Maryland Heights,63043
Repco Solutions,562862,Prospect,No,ProLogistix,"St. Louis, MO",(314) 426-1800,Matt Biehl,,8405 St Charles Rock Rd,,Saint Louis,63114
Republic Services,407438,Prospect,No,ProLogistix,"St. Louis, MO",(314) 731-7663,House Account,9/14/14,6025 Byassee Dr,,Hazelwood,63042
Re-Sort,544395,Prospect,No,ProLogistix,"St. Louis, MO",(636) 600-1773,Matt Biehl,,2140 Bowles Ave,,Fenton,63026
Retail Technology Group,554731,Prospect,No,ProLogistix,"St. Louis, MO",(636) 680-8480,Matt Biehl,,1663 Fenton Business Park Ct.,,Fenton,63026
Rexel,559486,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 427-3333,Matt Biehl,,1780 Gilsinn Ln,,Fenton,63026
RIS Insulation Supply,602793,Prospect,No,ProLogistix,"St. Louis, MO",(314) 828-3373,Matt Biehl,,625 Lambert Pointe,,Hazelwood,63042
Rj Schinner,216633,Prospect,,ProLogistix,"St. Louis, MO",(614) 276-6100,CRMADMIN Admin,,9200 Shortline,,SAINT LOUIS,63132
Rmc Resource Management Companies,208619,Prospect,,ProLogistix,"St. Louis, MO",(314) 770-9898,CRMADMIN Admin,,4375 Rider Trail N,,EARTH CITY,63045
Roadrunner Transportation,402328,Prospect,No,ProLogistix,"St. Louis, MO",(314) 389-9900,House Account,9/1/13,8000 Hall Street,Building 4 Suite B,St. Louis,63147
Roadrunner Transportation Systems,543664,Prospect,No,ProLogistix,"St. Louis, MO",(888) 349-6521,Matt Biehl,,8000 Hall St,,Saint Louis,63147
ROi,423625,Prospect,No,ProLogistix,"St. Louis, MO",(314) 314-2647 x528,House Account,,13175 Lakefront Dr,,Earth City,63045
Rug Doctor,511890,Prospect,No,ProLogistix,"St. Louis, MO",6367172000,Angela Fonner,1/21/18,415C Axminister Drive,,Fenton,63026
Ryder - Mopar,215459,Prospect,,ProLogistix,"St. Louis, MO",(314) 731-7690,CRMADMIN Admin,,5790 Campus Parkway,,HAZELWOOD,63042
Ryder Integrated Logistics - Earth City,230590,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 344-9306,House Account,5/4/14,3481 Rider Trail S.,,EARTH CITY,63045
Ryder Last Mile Inc / St. Louis MO/CC# 563,460184,Prospect,Yes,ProLogistix,"St. Louis, MO",3147311349,House Account,1/21/18,525 James S McDonald Blvd,,Bridgeton,63044
Ryder SCS,230236,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 344-9306,CRMADMIN Admin,,3481 Rider Trail S.,,EARTH CITY,63045
"Ryder St. Louis, MO",229579,Prospect,Yes,ProLogistix,"St. Louis, MO",(812) 205-0064,House Account,11/13/11,7 Gateway Commerce Center West,,EDWARDSVILLE,62025
"Ryder/Crate & Barrel/Hazelwood, MO",673382,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,525 James S McDonnell Blvd,,Hazelwood,63042
Ryder/SMTK/C&B/Hazelwood MO,767915,Prospect,Yes,ProLogistix,"St. Louis, MO",(305) 592-8021,Matt Biehl,3/24/24,1500 Tradeport Drive Suite 800,,Hazelwood,63042
Ryder/SMTK/Hazelwood MO/BJC,743962,Prospect,Yes,ProLogistix,"St. Louis, MO",(305) 592-8021,Matt Biehl,3/24/24,1575 Tradeport  Dr,,Miami,33178
SABRE,672031,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,747 Sun Park Dr,,Fenton,63026
Sara Lee Coffee And Tea,210959,Prospect,,ProLogistix,"St. Louis, MO",(314) 731-2500,CRMADMIN Admin,,4333 Green Ash Dr,,EARTH CITY,63045
Save-A-Lot,210227,Prospect,,ProLogistix,"St. Louis, MO",(314) 592-9100,CRMADMIN Admin,,100 Corporate Office Dr,,EARTH CITY,63045
Scarbrough International,229272,Prospect,,ProLogistix,"St. Louis, MO",(314) 592-5314,House Account,,4514 Woodson Rd,,SAINT LOUIS,63134
Schneider,625116,Customer,Yes,ProLogistix,"St. Louis, MO",3147317076,Matt Biehl,6/23/19,306 Hazelwood Logistics Center Drive ste 400,,Hazelwood,63042
Scholastic,556307,Prospect,No,ProLogistix,"St. Louis, MO",(636) 305-1718,Matt Biehl,,125 Cassens Ct,,Fenton,63026
Schroeder & Tremayne Inc,600632,Customer,No,ProLogistix,"St. Louis, MO",3146152000,Angela Fonner,12/3/17,8500 Valcour Ave,,Saint Louis,63123
Schwans Food Co,228939,Prospect,No,ProLogistix,"St. Louis, MO",(314) 770-9184,Matt Biehl,3/24/24,180 Boulder Industrial Dr,,Bridgeton,63044
SCI Engineering,605913,Prospect,No,ProLogistix,"St. Louis, MO",(636) 949-8200,House Account,,130 Point West Boulevard,,Saint Charles,63301
SCP Distributors,490691,Prospect,No,ProLogistix,"St. Louis, MO",(314) 993-0077,Matt Biehl,,11540 Adie Rd,,Maryland Heights,63043
Scrapmart,232440,Customer,No,ProLogistix,"St. Louis, MO",(636) 256-7400,House Account,,145 W Outer Rd.,,VALLEY PARK,63088
SEKO Worldwide,637173,Prospect,No,ProLogistix,"St. Louis, MO",(636) 925-0797,Matt Biehl,,1374 Charlestown Industrial Dr,,Saint Charles,63303
Select Drink,692899,Customer,No,ProLogistix,"St. Louis, MO",3147314500,Craig Carmody,12/22/19,5757 N Lindbergh Blvd,,Hazelwood,63042
Sensient Colors LLC,694949,Prospect,No,ProLogistix,"St. Louis, MO",(800) 325-8110,Craig Carmody,,2515 N Jefferson Ave,,Saint Louis,63106
Service Masters,642016,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,,,Saint Louis,63134
"SGWS/Fieldglass/St.Charles,MO",724556,Customer,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,8/6/23,1 Glazer Way,,Saint Charles,63301
Shaw Industries Inc,587302,Prospect,No,ProLogistix,"St. Louis, MO",(636) 332-0445,Matt Biehl,,126 Enterprise Dr,,Wentzville,63385
Shell/IQN/St.Louis MO,460131,Prospect,No,ProLogistix,"St. Louis, MO",3142911300,House Account,1/1/17,2625 Wagner Place,,Maryland Heights,63043
Shoeman Water Projects,590216,Customer,No,ProLogistix,"St. Louis, MO",6367518197,Matt Biehl,3/19/17,3715 Pennridge Drive,,Bridgeton,63044
Show Me Weights,559481,Prospect,No,ProLogistix,"St. Louis, MO",(636) 326-1885,Matt Biehl,,2001 Hitzert Ct,,Fenton,63026
ShowMeCables,558711,Prospect,No,ProLogistix,"St. Louis, MO",(636) 519-9505,Matt Biehl,,115 Chesterfield Industrial Blvd,,Chesterfield,63005
Silvercote,640052,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,305 E S 1st St,,Wright City,63390
SimplyThick,722681,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,1812 Walton Rd,,Saint Louis,63114
Sims Metal Management,226917,Customer,,ProLogistix,"St. Louis, MO",(314) 434-8400,House Account,3/17/13,1807 Park 270 Dr.,Suite 250,SAINT LOUIS,63146
Skyline Exhibits,208630,Prospect,,ProLogistix,"St. Louis, MO",(314) 989-9099,CRMADMIN Admin,,13314 Lakefront Dr,,EARTH CITY,63045
Skywalker Communications,631340,Prospect,No,ProLogistix,"St. Louis, MO",(636) 272-8025,Matt Biehl,,1760 W Terra Ln,,O Fallon,63366
Slyman Brothers,586022,Prospect,No,ProLogistix,"St. Louis, MO",(314) 200-6556,Matt Biehl,,5841 Lindbergh Blvd,,Saint Louis,63123
Snap One,760137,Customer,Yes,ProLogistix,"St. Louis, MO",8664244489,Matt Biehl,7/24/22,1800 Continental Blvd.,,Charlotte,28273
"Snap One/St. Louis, MO",774078,Prospect,Yes,ProLogistix,"St. Louis, MO",(704) 927-7620,Matt Biehl,4/7/24,2016 Walton Road,,Saint Louis,63114
Sorbent Products,206429,Prospect,,ProLogistix,"St. Louis, MO",(314) 298-3900,CRMADMIN Admin,,4359 Green Ash Dr,,EARTH CITY,63045
Sotel,555690,Prospect,No,ProLogistix,"St. Louis, MO",(866) 467-6835,Matt Biehl,,2465 Centerline Industrial Dr,,Maryland Heights,63043
Southern Glazer's Wine & Spirits,708073,Prospect,No,ProLogistix,"St. Louis, MO",6369258800,Matt Biehl,,1 Glazer Way,,Saint Charles,63301
Southern Glazer's Wine and Spirits,538340,Prospect,No,ProLogistix,"St. Louis, MO",(636) 925-8800,Matt Biehl,,1 Glazer Way,,Saint Charles,63301
Southern Hobby Supply,641852,Prospect,No,ProLogistix,"St. Louis, MO",(800) 558-7060,Matt Biehl,,1208 Ambassador Blvd,,Saint Louis,63132
SP Richards,203439,Prospect,Yes,ProLogistix,"St. Louis, MO",(314) 567-7726,Matt Biehl,,3673 Corporate Trail Drive,,EARTH CITY,63045
Special Dispatch,586227,Prospect,No,ProLogistix,"St. Louis, MO",(314) 731-2240,Matt Biehl,,5830 Fee Fee Rd,,Hazelwood,63042
Specialty Service Supply,544458,Prospect,No,ProLogistix,"St. Louis, MO",(314) 749-4957,Matt Biehl,,2095 Corporate 44 Dr.,,Fenton,63026
Spectrum Cable/St. Louis,685604,Prospect,No,ProLogistix,"St. Louis, MO",(833) 267-6097,Craig Carmody,,12405 Powerscourt Dr,,Saint Louis,63131
Sportsmans Supply Inc,544460,Prospect,No,ProLogistix,"St. Louis, MO",(636) 600-9301,Matt Biehl,,2219 Hitzert Ct,,Fenton,63026
St Louis Furniture Transfer,230556,Customer,,ProLogistix,"St. Louis, MO",(314) 739-9777,CRMADMIN Admin,9/4/11,4367 Green Ash Drive,,EARTH CITY,63045
St. Louis Cold Storage,593358,Prospect,No,ProLogistix,"St. Louis, MO",(314) 291-6155,Matt Biehl,,264 Boulder Industrial Dr,,Bridgeton,63044
St. Louis Economic Development Partnership,685614,Prospect,No,ProLogistix,"St. Louis, MO",(314) 615-7663,Craig Carmody,,7733 Forsyth Blvd,Suite 2200,Saint Louis,63105
St. Louis Music,613126,Prospect,No,ProLogistix,"St. Louis, MO",(314) 727-4512,Matt Biehl,,1400 Ferguson Ave,,Saint Louis,63133
St. Louis Wholesale,583126,Prospect,No,ProLogistix,"St. Louis, MO",(800) 340-7642,Matt Biehl,,801 Texas Ct,,O Fallon,63366
Standartpark,704306,Prospect,No,ProLogistix,"St. Louis, MO",3147171551,Craig Carmody,,"3120 Riverport Tech Center Dr,",,Maryland Heights,63043
"Staples/Fieldglass/St.Louis,MO",703385,Customer,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,3/8/20,8941 Springdale Ave,,Saint Louis,63134
STC Warehouse Inc,492674,Prospect,No,ProLogistix,"St. Louis, MO",(314) 776-8211,Matt Biehl,,2760 South First Street,,Saint Louis,63104
Stericycle,665559,Prospect,No,ProLogistix,"St. Louis, MO",(331) 300-3238,Matt Biehl,,6240 McKissock AVe,,Saint Louis,63147
Stericycle/Beeline/St. Louis MO,781371,Prospect,Yes,ProLogistix,"St. Louis, MO",3313003238,Matt Biehl,,6240 McKissock Ave,,Saint Louis,63147
Stone Wheel Inc,684746,Prospect,No,ProLogistix,"St. Louis, MO",(636) 536-4917,Craig Carmody,,,,Chesterfield,63005
Store Supply Warehouse,514952,Customer,No,ProLogistix,"St. Louis, MO",(314) 427-8887,Matt Biehl,,12955 Enterprise Way,,Bridgeton,63044
Store Supply Warehouse,209962,Customer,,ProLogistix,"St. Louis, MO",(314) 427-8887,House Account,12/28/14,12955 Enterprise Way,,Bridgeton,63044
Studio M,653902,Prospect,No,ProLogistix,"St. Louis, MO",(314) 333-5001,Matt Biehl,,601 Gravois Bluffs Blvd,,Fenton,63026
Suburban Industrial Packaging,596151,Prospect,No,ProLogistix,"St. Louis, MO",(314) 535-5300,Matt Biehl,,1519 Tower Grove Ave,,Saint Louis,63110
Summit Distributing,739658,Customer,No,ProLogistix,"St. Louis, MO",3148740455,House Account,11/13/22,3201 Rider Trail South,,Earth City,63045
Summit Distributing,539273,Customer,No,ProLogistix,"St. Louis, MO",3148740400,Matt Biehl,10/8/17,3201 Rider Trail S,,Earth City,63045
SumnerOne,649453,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,,,Saint Louis,63139
Sun Basket Inc.,661438,Customer,No,ProLogistix,"St. Louis, MO",(618) 704-7136,House Account,12/24/18,1429 Boulder Blvd,,Valmeyer,62295
Sun Basket Inc.,661454,Customer,No,ProLogistix,"St. Louis, MO",(618) 704-7136,House Account,12/24/18,1429 Boulder Blvd,,Valmeyer,62295
Sunfarm Food Service Inc,606545,Prospect,No,ProLogistix,"St. Louis, MO",(314) 241-1288,Matt Biehl,,"2427 N 9th St, St. Louis",,Saint Louis,63102
Sunfarm Food Service inc.,688470,Prospect,No,ProLogistix,"St. Louis, MO",(314) 241-1288,Craig Carmody,,2427 N 9th St,,Saint Louis,63102
Superbrightleds.com,593288,Prospect,No,ProLogistix,"St. Louis, MO",(866) 590-3533,Matt Biehl,,4400 Earth City Expressway,,Earth City,63045
Superior / Grainger / St. Louis MO,209598,Customer,No,ProLogistix,"St. Louis, MO",(314) 569-1630,House Account,7/13/14,2635 Metro Blvd,,Maryland Heights,63043
Superior Freight Services,672508,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,4806 Trade Access Blvd Ste 500,,Hazelwood,63042
Supervalu,207396,Prospect,,ProLogistix,"St. Louis, MO",(314) 984-0522,CRMADMIN Admin,,10461 Manchester Rd,,SAINT LOUIS,63122
Supervalu,207395,Prospect,,ProLogistix,"St. Louis, MO",(314) 595-4003,House Account,,7100 Hazelwood Ln,,SAINT LOUIS,63130
Surco Foam Fabricators,726586,Prospect,No,ProLogistix,"St. Louis, MO",3149685523,Matt Biehl,12/6/20,9578 Reavis Park Drive,,Saint Louis,63123
SVMS/SQ/Penske/Bridgeton MO,746057,Prospect,Yes,ProLogistix,"St. Louis, MO",8772248584,Matt Biehl,,12024 Exit Five Parkway,,Fishers,46037
SVMS/SQ/Penske/Bridgeton MO,745929,Customer,Yes,ProLogistix,"St. Louis, MO",3175781455,Matt Biehl,,12024 Exit Five Parkway,,Fishers,46037
SVMS/SQ/Vitro/O' Fallon MO,780069,Prospect,Yes,ProLogistix,"St. Louis, MO",8772248584,Phillip Tallo,,831 Lone Star Drive,,O Fallon,63366
Swiss-American,512000,Customer,No,ProLogistix,"St. Louis, MO",(314) 533-2224,Matt Biehl,10/23/16,4200 Papin St,,Saint Louis,63110
Syncreon,438542,Prospect,No,ProLogistix,"St. Louis, MO",(618) 931-0566,Jennifer Kirchhoefer,,14 Gateway Commerce Center Drive,,Edwardsville,62025
"Syncreon/EDW, IL/PO 4600003093",661434,Prospect,Yes,ProLogistix,"St. Louis, MO",,House Account,12/24/18,14 Gateway Commerce Center Drive,PO 4600003093,Edwardsville,62025
"Syncreon/EDW, IL/PO 4600003093",661450,Prospect,Yes,ProLogistix,"St. Louis, MO",,House Account,12/24/18,14 Gateway Commerce Center Drive,PO 4600003093,Edwardsville,62025
"Syncreon/Edwardsville, IL",438541,Prospect,Yes,ProLogistix,"St. Louis, MO",,Jennifer Kirchhoefer,10/4/15,14 Gateway Commerce Center Drive,,Edwardsville,62025
"Syncreon/Fenton, MO",203756,Prospect,Yes,ProLogistix,"St. Louis, MO",(636) 326-1253,CRMADMIN Admin,3/15/09,2231 Hitzert,,FENTON,63026
Sysco St. Louis/064,512575,Prospect,Yes,ProLogistix,"St. Louis, MO",6369402723,Phillip Tallo,8/4/19,3850 Mueller Rd,,Saint Charles,63301
T & T Express,644317,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,50 Weldon Parkway,,Maryland Heights,63043
Tacony,540611,Prospect,No,ProLogistix,"St. Louis, MO",(636) 349-3000,Matt Biehl,,1760 Gilsinn Lane,,Fenton,63026
Tagg Logistics,721582,Prospect,No,ProLogistix,"St. Louis, MO",(314) 991-1900,Will Skowyra,1/27/20,372 Hazelwood Logistics Center Dr,,Hazelwood,63042
TAGG Logistics,490188,Prospect,No,ProLogistix,"St. Louis, MO",(314) 991-1900,Matt Biehl,,,,Hazelwood,63042
Tagg Logistics,215447,Prospect,,ProLogistix,"St. Louis, MO",(314) 991-1900,House Account,12/23/12,372 Hazelwood Logistics Center Dr,,Hazelwood,63042
TalentCode/Yazaki Inczaki,661453,Prospect,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,12/24/18,14 Gateway Commerce Center Dr W,,Edwardsville,62025
TalentCode/Yazaki NA,661437,Prospect,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,12/24/18,14 Gateway Commerce Center Dr W,,Edwardsville,62025
Tapfin/Sysco/St. Louis MO,775617,Prospect,Yes,ProLogistix,"St. Louis, MO",,Matt Biehl,,826 E Prairie Ave,,Saint Louis,63107
Tapfin/Uti/ St. Louis MO,232386,Prospect,No,ProLogistix,"St. Louis, MO",(714) 889-7723,House Account,1/27/13,13330 Lake Front Drive,,EARTH CITY,63045
TCi Tire Centers,543063,Prospect,Yes,ProLogistix,"St. Louis, MO",(636) 272-9090,Matt Biehl,,15 Commerce Dr,,O Fallon,63366
TeeTurtle,607130,Prospect,No,ProLogistix,"St. Louis, MO",,Matt Biehl,,11140 Linpage Pl,,Saint Louis,63132
The Home Depot,588836,Prospect,No,ProLogistix,"St. Louis, MO",(314) 266-1164,Matt Biehl,,9215 Riverview Dr,,Saint Louis,63137
The Kalison Group,601045,Prospect,No,ProLogistix,"St. Louis, MO",(618) 286-6666,Matt Biehl,,731 Prairie Dupont Drive,,Dupo,62239
The Phoenix Group,689317,Prospect,No,ProLogistix,"St. Louis, MO",(636) 300-8094,Craig Carmody,,6705 Keaton Corporate Pkwy,,O Fallon,63368
Thermal Concepts,627030,Prospect,No,ProLogistix,"St. Louis, MO",(314) 428-1111,Matt Biehl,,1665 Lotsie Blvd,,Saint Louis,63132
Thermal Industries Inc,404083,Customer,No,ProLogistix,"St. Louis, MO",(314) 890-2100,House Account,10/12/14,10244 Page Industrial Blvd,,Olivette,63132
Thomas Coffee,633252,Prospect,No,ProLogistix,"St. Louis, MO",(314) 534-6666,Matt Biehl,,,,Saint Louis,63110
Thompson Biscuit Co,544461,Prospect,No,ProLogistix,"St. Louis, MO",(636) 343-3717,Matt Biehl,,2091 Corporate 44 Dr,,Fenton,63026
Three D Metals,747855,Customer,No,ProLogistix,"St. Louis, MO",4407856672,Matt Biehl,11/27/22,4367 Green Ash Drive,,Earth City,63045
